block,block_Integer,block_Alphabet,block_alp_int
683A,683,A,1
682C,682,C,3
682B,682,B,2
103A,103,A,1
106B,106,B,2
973,973,,0
972,972,,0
664B,664,B,2
664D,664,D,4
339B,339,B,2
227C,227,C,3
259B,259,B,2
116A,116,A,1
681A,681,A,1
681B,681,B,2
683D,683,D,4
683C,683,C,3
115A,115,A,1
106A,106,A,1
296C,296,C,3
660C,660,C,3
663D,663,D,4
667C,667,C,3
668B,668,B,2
668D,668,D,4
684A,684,A,1
650C,650,C,3
357A,357,A,1
188C,188,C,3
188D,188,D,4
116C,116,C,3
681D,681,D,4
683B,683,B,2
684D,684,D,4
672B,672,B,2
971,971,,0
967,967,,0
650A,650,A,1
667B,667,B,2
668A,668,A,1
668C,668,C,3
680C,680,C,3
681C,681,C,3
684B,684,B,2
685A,685,A,1
685B,685,B,2
663C,663,C,3
191B,191,B,2
116B,116,B,2
259C,259,C,3
250C,250,C,3
663B,663,B,2
667A,667,A,1
679C,679,C,3
685C,685,C,3
188A,188,A,1
117A,117,A,1
117B,117,B,2
186C,186,C,3
227D,227,D,4
188B,188,B,2
192B,192,B,2
63A,63,A,1
650B,650,B,2
648C,648,C,3
686C,686,C,3
360B,360,B,2
353A,353,A,1
292B,292,B,2
190B,190,B,2
227B,227,B,2
192A,192,A,1
117C,117,C,3
250A,250,A,1
648A,648,A,1
686A,686,A,1
648B,648,B,2
679B,679,B,2
665A,665,A,1
360C,360,C,3
121A,121,A,1
122E,122,E,5
260A,260,A,1
186D,186,D,4
119A,119,A,1
250B,250,B,2
250D,250,D,4
189C,189,C,3
596A,596,A,1
649A,649,A,1
686B,686,B,2
356C,356,C,3
185A,185,A,1
191A,191,A,1
186B,186,B,2
261B,261,B,2
185B,185,B,2
185C,185,C,3
261C,261,C,3
187B,187,B,2
261A,261,A,1
63B,63,B,2
674A,674,A,1
356B,356,B,2
257A,257,A,1
203A,203,A,1
187A,187,A,1
121B,121,B,2
302A,302,A,1
120C,120,C,3
225C,225,C,3
660D,660,D,4
680B,680,B,2
669A,669,A,1
340B,340,B,2
190A,190,A,1
121C,121,C,3
257B,257,B,2
119B,119,B,2
120A,120,A,1
120B,120,B,2
203D,203,D,4
588,588,,0
649B,649,B,2
356A,356,A,1
340A,340,A,1
504C,504,C,3
295C,295,C,3
203C,203,C,3
186A,186,A,1
121D,121,D,4
185D,185,D,4
119D,119,D,4
204C,204,C,3
648D,648,D,4
669D,669,D,4
350B,350,B,2
357B,357,B,2
588C,588,C,3
204B,204,B,2
303B,303,B,2
119C,119,C,3
2C,2,C,3
503B,503,B,2
352C,352,C,3
357C,357,C,3
360A,360,A,1
501A,501,A,1
204A,204,A,1
298A,298,A,1
257C,257,C,3
258D,258,D,4
262D,262,D,4
596C,596,C,3
662B,662,B,2
662D,662,D,4
503C,503,C,3
359A,359,A,1
341B,341,B,2
353B,353,B,2
303A,303,A,1
201C,201,C,3
258A,258,A,1
259A,259,A,1
200D,200,D,4
298B,298,B,2
260C,260,C,3
261D,261,D,4
298D,298,D,4
700C,700,C,3
504B,504,B,2
467B,467,B,2
351C,351,C,3
501B,501,B,2
468D,468,D,4
468A,468,A,1
203E,203,E,5
262A,262,A,1
298C,298,C,3
115B,115,B,2
8B,8,B,2
8A,8,A,1
659A,659,A,1
273D,273,D,4
669C,669,C,3
680A,680,A,1
504D,504,D,4
501C,501,C,3
467A,467,A,1
469B,469,B,2
359C,359,C,3
341A,341,A,1
359B,359,B,2
122D,122,D,4
303C,303,C,3
258B,258,B,2
203B,203,B,2
200A,200,A,1
200B,200,B,2
260B,260,B,2
311C,311,C,3
73A,73,A,1
660A,660,A,1
661A,661,A,1
661B,661,B,2
661C,661,C,3
662A,662,A,1
659C,659,C,3
669B,669,B,2
176D,176,D,4
352A,352,A,1
469A,469,A,1
353C,353,C,3
354B,354,B,2
351B,351,B,2
501D,501,D,4
301A,301,A,1
201B,201,B,2
299B,299,B,2
660B,660,B,2
661D,661,D,4
659D,659,D,4
273A,273,A,1
679A,679,A,1
196B,196,B,2
174A,174,A,1
350C,350,C,3
351A,351,A,1
354C,354,C,3
307A,307,A,1
122A,122,A,1
118A,118,A,1
74A,74,A,1
689A,689,A,1
657B,657,B,2
659B,659,B,2
652C,652,C,3
665B,665,B,2
126A,126,A,1
307C,307,C,3
311A,311,A,1
305D,305,D,4
260D,260,D,4
115C,115,C,3
596D,596,D,4
651A,651,A,1
126C,126,C,3
468C,468,C,3
305A,305,A,1
305C,305,C,3
306C,306,C,3
299A,299,A,1
301B,301,B,2
299C,299,C,3
122C,122,C,3
131B,131,B,2
131C,131,C,3
651B,651,B,2
662C,662,C,3
666B,666,B,2
507D,507,D,4
305B,305,B,2
307D,307,D,4
308A,308,A,1
308B,308,B,2
404B,404,B,2
321C,321,C,3
308C,308,C,3
183B,183,B,2
268A,268,A,1
274D,274,D,4
657A,657,A,1
196D,196,D,4
354A,354,A,1
507C,507,C,3
468B,468,B,2
304B,304,B,2
183D,183,D,4
301D,301,D,4
319B,319,B,2
322C,322,C,3
189A,189,A,1
189B,189,B,2
700A,700,A,1
273B,273,B,2
273C,273,C,3
275B,275,B,2
276A,276,A,1
275D,275,D,4
109C,109,C,3
507A,507,A,1
507B,507,B,2
352B,352,B,2
351D,351,D,4
301C,301,C,3
292A,292,A,1
258C,258,C,3
323C,323,C,3
5A,5,A,1
688A,688,A,1
687D,687,D,4
268B,268,B,2
268C,268,C,3
275A,275,A,1
174D,174,D,4
128B,128,B,2
354D,354,D,4
322B,322,B,2
304A,304,A,1
306A,306,A,1
295A,295,A,1
202C,202,C,3
320A,320,A,1
325A,325,A,1
317C,317,C,3
589,589,,0
700B,700,B,2
671B,671,B,2
688C,688,C,3
689B,689,B,2
276C,276,C,3
658D,658,D,4
105A,105,A,1
321B,321,B,2
295B,295,B,2
309A,309,A,1
309C,309,C,3
158A,158,A,1
202B,202,B,2
315A,315,A,1
688B,688,B,2
176B,176,B,2
102C,102,C,3
162B,162,B,2
589C,589,C,3
588A,588,A,1
320B,320,B,2
122B,122,B,2
111B,111,B,2
687B,687,B,2
692B,692,B,2
658B,658,B,2
656A,656,A,1
106D,106,D,4
589D,589,D,4
309B,309,B,2
312B,312,B,2
596B,596,B,2
112B,112,B,2
979B,979,B,2
980B,980,B,2
673C,673,C,3
652B,652,B,2
126D,126,D,4
172B,172,B,2
323A,323,A,1
324A,324,A,1
311D,311,D,4
309D,309,D,4
319C,319,C,3
320D,320,D,4
321A,321,A,1
183A,183,A,1
323B,323,B,2
315C,315,C,3
112A,112,A,1
687C,687,C,3
690C,690,C,3
276B,276,B,2
674B,674,B,2
652A,652,A,1
653C,653,C,3
658C,658,C,3
126B,126,B,2
199C,199,C,3
175A,175,A,1
311B,311,B,2
314C,314,C,3
314B,314,B,2
689F,689,F,6
109B,109,B,2
673B,673,B,2
658A,658,A,1
175C,175,C,3
109A,109,A,1
128A,128,A,1
128C,128,C,3
324B,324,B,2
325C,325,C,3
313B,313,B,2
318A,318,A,1
318C,318,C,3
157A,157,A,1
157D,157,D,4
689E,689,E,5
686D,686,D,4
687A,687,A,1
980C,980,C,3
276D,276,D,4
275C,275,C,3
656C,656,C,3
102B,102,B,2
196C,196,C,3
589A,589,A,1
589B,589,B,2
184C,184,C,3
317A,317,A,1
317B,317,B,2
690A,690,A,1
655A,655,A,1
171C,171,C,3
196A,196,A,1
199D,199,D,4
173C,173,C,3
166A,166,A,1
171B,171,B,2
105D,105,D,4
101C,101,C,3
197A,197,A,1
199A,199,A,1
199B,199,B,2
110D,110,D,4
173D,173,D,4
128D,128,D,4
509B,509,B,2
183C,183,C,3
317D,317,D,4
325B,325,B,2
314A,314,A,1
316A,316,A,1
313A,313,A,1
310A,310,A,1
158D,158,D,4
302D,302,D,4
262B,262,B,2
689C,689,C,3
315B,315,B,2
655B,655,B,2
107B,107,B,2
102D,102,D,4
105B,105,B,2
175D,175,D,4
324D,324,D,4
318D,318,D,4
310B,310,B,2
403A,403,A,1
158C,158,C,3
118B,118,B,2
118C,118,C,3
690D,690,D,4
980A,980,A,1
108C,108,C,3
171A,171,A,1
101D,101,D,4
110B,110,B,2
107C,107,C,3
107D,107,D,4
110C,110,C,3
641C,641,C,3
319A,319,A,1
184A,184,A,1
159A,159,A,1
163B,163,B,2
642A,642,A,1
105C,105,C,3
176C,176,C,3
106C,106,C,3
163A,163,A,1
184B,184,B,2
313C,313,C,3
157B,157,B,2
979A,979,A,1
980D,980,D,4
656B,656,B,2
653A,653,A,1
102A,102,A,1
175B,175,B,2
174B,174,B,2
320C,320,C,3
764A,764,A,1
118D,118,D,4
692A,692,A,1
691B,691,B,2
981C,981,C,3
656D,656,D,4
638B,638,B,2
638C,638,C,3
642B,642,B,2
690B,690,B,2
978D,978,D,4
978C,978,C,3
174C,174,C,3
109D,109,D,4
197B,197,B,2
77A,77,A,1
111A,111,A,1
981A,981,A,1
653B,653,B,2
271C,271,C,3
108B,108,B,2
161B,161,B,2
172C,172,C,3
637B,637,B,2
493,493,,0
314D,314,D,4
318B,318,B,2
689D,689,D,4
691A,691,A,1
271A,271,A,1
271D,271,D,4
642D,642,D,4
173A,173,A,1
173B,173,B,2
641A,641,A,1
509A,509,A,1
403C,403,C,3
407B,407,B,2
157C,157,C,3
690F,690,F,6
981B,981,B,2
107A,107,A,1
316B,316,B,2
690E,690,E,5
17A,17,A,1
984A,984,A,1
271B,271,B,2
272B,272,B,2
161A,161,A,1
176A,176,A,1
110A,110,A,1
412A,412,A,1
688E,688,E,5
272C,272,C,3
272D,272,D,4
313D,313,D,4
158B,158,B,2
979C,979,C,3
272A,272,A,1
638A,638,A,1
504A,504,A,1
588B,588,B,2
413B,413,B,2
688F,688,F,6
4A,4,A,1
642C,642,C,3
103C,103,C,3
160B,160,B,2
637D,637,D,4
312A,312,A,1
406B,406,B,2
654A,654,A,1
654B,654,B,2
162A,162,A,1
641B,641,B,2
207B,207,B,2
316C,316,C,3
405C,405,C,3
406C,406,C,3
403B,403,B,2
408B,408,B,2
985B,985,B,2
984D,984,D,4
508C,508,C,3
207D,207,D,4
407A,407,A,1
688D,688,D,4
984C,984,C,3
985A,985,A,1
984B,984,B,2
637C,637,C,3
207A,207,A,1
981D,981,D,4
466A,466,A,1
510B,510,B,2
412B,412,B,2
413A,413,A,1
202A,202,A,1
654C,654,C,3
160A,160,A,1
510A,510,A,1
404A,404,A,1
406A,406,A,1
466B,466,B,2
503A,503,A,1
671C,671,C,3
268D,268,D,4
405B,405,B,2
204D,204,D,4
324C,324,C,3
166B,166,B,2
262C,262,C,3
207C,207,C,3
306B,306,B,2
403D,403,D,4
409A,409,A,1
165A,165,A,1
508B,508,B,2
274A,274,A,1
466C,466,C,3
165B,165,B,2
508A,508,A,1
466D,466,D,4
408A,408,A,1
405A,405,A,1
409B,409,B,2
265B,265,B,2
267A,267,A,1
6A,6,A,1
3C,3,C,3
3D,3,D,4
75A,75,A,1
265C,265,C,3
269D,269,D,4
408C,408,C,3
2D,2,D,4
274C,274,C,3
266A,266,A,1
265D,265,D,4
302C,302,C,3
307B,307,B,2
267B,267,B,2
6B,6,B,2
76A,76,A,1
636B,636,B,2
264F,264,F,6
2B,2,B,2
3B,3,B,2
265A,265,A,1
26A,26,A,1
677B,677,B,2
986C,986,C,3
675A,675,A,1
195D,195,D,4
265E,265,E,5
264C,264,C,3
25B,25,B,2
989D,989,D,4
987D,987,D,4
195C,195,C,3
75B,75,B,2
987C,987,C,3
337C,337,C,3
678C,678,C,3
988A,988,A,1
274B,274,B,2
266B,266,B,2
264E,264,E,5
986A,986,A,1
195B,195,B,2
266C,266,C,3
195A,195,A,1
220A,220,A,1
990A,990,A,1
264B,264,B,2
79B,79,B,2
195E,195,E,5
264A,264,A,1
264D,264,D,4
632B,632,B,2
633B,633,B,2
27B,27,B,2
221B,221,B,2
25A,25,A,1
26D,26,D,4
989A,989,A,1
987B,987,B,2
79C,79,C,3
79E,79,E,5
26B,26,B,2
436B,436,B,2
990C,990,C,3
986B,986,B,2
635B,635,B,2
167D,167,D,4
220C,220,C,3
26C,26,C,3
987A,987,A,1
632A,632,A,1
989B,989,B,2
632C,632,C,3
79A,79,A,1
677A,677,A,1
75C,75,C,3
79D,79,D,4
678D,678,D,4
676B,676,B,2
635C,635,C,3
167C,167,C,3
436D,436,D,4
675B,675,B,2
167B,167,B,2
302B,302,B,2
436C,436,C,3
436A,436,A,1
167A,167,A,1
988B,988,B,2
988C,988,C,3
168B,168,B,2
989C,989,C,3
277C,277,C,3
677C,677,C,3
219B,219,B,2
678B,678,B,2
28D,28,D,4
277B,277,B,2
277A,277,A,1
221C,221,C,3
219C,219,C,3
678A,678,A,1
270A,270,A,1
277D,277,D,4
337A,337,A,1
990B,990,B,2
635A,635,A,1
28B,28,B,2
28C,28,C,3
337D,337,D,4
219D,219,D,4
220B,220,B,2
338A,338,A,1
28A,28,A,1
18A,18,A,1
18D,18,D,4
441B,441,B,2
515A,515,A,1
515B,515,B,2
518C,518,C,3
515C,515,C,3
515D,515,D,4
18C,18,C,3
518B,518,B,2
518A,518,A,1
18B,18,B,2
518D,518,D,4
438A,438,A,1
61C,61,C,3
62A,62,A,1
439A,439,A,1
438B,438,B,2
61A,61,A,1
62B,62,B,2
439B,439,B,2
38B,38,B,2
303D,303,D,4
208B,208,B,2
1F,1,F,6
337B,337,B,2
38A,38,A,1
439C,439,C,3
208A,208,A,1
1C,1,C,3
1B,1,B,2
1E,1,E,5
38D,38,D,4
61B,61,B,2
209A,209,A,1
1G,1,G,7
1D,1,D,4
441A,441,A,1
338B,338,B,2
339D,339,D,4
209C,209,C,3
441C,441,C,3
441D,441,D,4
310C,310,C,3
339C,339,C,3
601C,601,C,3
209B,209,B,2
127D,127,D,4
602A,602,A,1
38C,38,C,3
601D,601,D,4
604B,604,B,2
601A,601,A,1
603A,603,A,1
443A,443,A,1
127A,127,A,1
602C,602,C,3
602B,602,B,2
306D,306,D,4
603B,603,B,2
603C,603,C,3
410A,410,A,1
211D,211,D,4
210B,210,B,2
210A,210,A,1
410C,410,C,3
601B,601,B,2
604C,604,C,3
614B,614,B,2
613D,613,D,4
443C,443,C,3
443B,443,B,2
210C,210,C,3
211A,211,A,1
127C,127,C,3
604A,604,A,1
612A,612,A,1
411A,411,A,1
411B,411,B,2
410B,410,B,2
168C,168,C,3
168D,168,D,4
612D,612,D,4
613C,613,C,3
615C,615,C,3
614A,614,A,1
213B,213,B,2
212C,212,C,3
213A,213,A,1
445B,445,B,2
445A,445,A,1
615B,615,B,2
211B,211,B,2
612C,612,C,3
211C,211,C,3
212B,212,B,2
212A,212,A,1
615A,615,A,1
612B,612,B,2
226E,226,E,5
588D,588,D,4
267C,267,C,3
270B,270,B,2
270C,270,C,3
80C,80,C,3
476C,476,C,3
617C,617,C,3
618B,618,B,2
435A,435,A,1
434A,434,A,1
617B,617,B,2
446C,446,C,3
476B,476,B,2
617D,617,D,4
434B,434,B,2
435B,435,B,2
619C,619,C,3
619A,619,A,1
618C,618,C,3
447A,447,A,1
435C,435,C,3
572B,572,B,2
12B,12,B,2
476A,476,A,1
476D,476,D,4
618D,618,D,4
618A,618,A,1
619B,619,B,2
12A,12,A,1
12C,12,C,3
138B,138,B,2
623C,623,C,3
623A,623,A,1
619D,619,D,4
624C,624,C,3
446B,446,B,2
139A,139,A,1
138A,138,A,1
570C,570,C,3
633C,633,C,3
623B,623,B,2
447B,447,B,2
138C,138,C,3
139B,139,B,2
169B,169,B,2
570A,570,A,1
570B,570,B,2
633D,633,D,4
622A,622,A,1
617A,617,A,1
571A,571,A,1
169C,169,C,3
571C,571,C,3
571B,571,B,2
181A,181,A,1
622B,622,B,2
170C,170,C,3
208C,208,C,3
170B,170,B,2
169A,169,A,1
572A,572,A,1
180A,180,A,1
622C,622,C,3
499B,499,B,2
180B,180,B,2
180C,180,C,3
170A,170,A,1
450B,450,B,2
178D,178,D,4
448A,448,A,1
